order_id,order_amount,delivery_latitude,delivery_longitude,order_date
ord-06403,33.9,51.796,-4.047,16/11/2016
ord-12605,18.48,52.689,1.2148,19/11/2016
ord-10805,22.34,53.438,-2.715,17/11/2016
ord-19371,30.71,51.394,-0.202,26/11/2016
ord-19371,41.71,51.394,-0.202,18/11/2016
ord-20627,41.56,51.497,0.1204,29/11/2016
ord-05455,15.93,52.627,-1.115,03/11/2016
ord-88854,40.17,51.588,-0.009,18/11/2016
ord-01428,58.34,51.404,-0.097,03/11/2016
ord-01428,56.26,51.404,-0.097,03/11/2016
ord-32951,41.58,51.403,-0.149,17/11/2016
ord-16986,14.21,53.847,-1.609,20/11/2016
ord-33129,33.35,51.857,-2.237,26/11/2016
ord-35839,31.35,53.554,-2.409,24/11/2016
ord-92035,50.04,51.443,-0.101,26/11/2016
ord-42688,28.45,51.545,-0.117,18/11/2016
ord-41087,34.5,52.495,-1.852,26/11/2016
ord-85908,36.88,52.401,-0.721,05/11/2016
ord-42000,17.43,51.525,-0.089,18/11/2016
ord-47998,21.63,51.49,0.0638,18/11/2016
ord-69096,32.99,52.953,-2.078,19/11/2016
ord-46138,33.54,51.489,0.0581,03/11/2016
ord-47738,47.93,53.45,-2.744,24/11/2016
ord-79939,45.57,51.363,-0.17,04/11/2016
ord-10354,22.17,51.629,-0.057,04/11/2016
ord-82343,25.24,51.541,0.0838,24/11/2016
ord-10207,19.41,54.571,-1.217,26/11/2016
ord-86410,53.08,52.401,-0.721,05/11/2016
ord-08807,69.26,51.513,-0.247,04/11/2016
ord-22387,19.12,51.804,-0.816,17/11/2016
ord-58992,27.39,51.552,0.0809,19/11/2016
ord-66010,67.18,53.741,-0.378,08/11/2016
ord-36419,31.84,55.847,-4.002,11/11/2016
ord-95817,24.23,50.824,-0.157,16/11/2016
ord-90267,38.68,53.801,-1.507,17/11/2016
ord-52936,35.55,51.566,0.0736,04/11/2016
ord-88337,28.98,51.573,-0.408,18/11/2016
ord-62087,52.73,51.418,-0.089,02/11/2016
ord-01195,24.46,51.479,0.0707,14/11/2016
ord-85998,26.42,51.345,0.5304,10/11/2016
ord-31922,16.65,51.534,0.0197,12/11/2016
ord-34598,20.89,56.371,-3.838,08/11/2016
ord-96515,41.54,51.398,-0.076,03/11/2016
ord-54215,125.28,51.538,0.1105,08/11/2016
ord-05458,24.88,52.974,-1.161,17/11/2016
ord-01967,23.19,52.472,-1.899,29/11/2016
ord-27429,25.07,51.542,0.0259,20/11/2016
ord-10729,46.75,51.544,0.052,25/11/2016
ord-48369,34.54,51.542,0.0603,05/11/2016
ord-18406,14.21,55.764,-4.169,02/11/2016
ord-49648,26.11,55.013,-1.432,04/11/2016
ord-40151,23.4,56.192,-3.177,10/11/2016
ord-47132,44.91,51.372,0.5251,12/11/2016
ord-55073,35.89,52.562,-2.045,25/11/2016
ord-99550,16.26,52.974,-1.161,19/11/2016
ord-91265,37.35,51.273,1.0724,12/11/2016
ord-52061,35.12,51.543,-0.051,17/11/2016
ord-52061,20.74,51.543,-0.051,12/11/2016
ord-55613,19.36,56.373,-3.835,05/11/2016
ord-54530,18.12,52.633,-1.138,03/11/2016
ord-87668,26.16,53.148,0.3382,19/11/2016
ord-31508,18.18,55.859,-3.989,29/11/2016
ord-59499,19.66,51.572,-0.364,22/11/2016
ord-08632,38.95,53.011,-2.183,18/11/2016
ord-92800,40.07,51.814,-0.824,17/11/2016
ord-22159,55.08,51.315,0.0299,02/11/2016
ord-33930,14.3,53.752,-1.655,29/11/2016
ord-68414,111,52.903,-1.276,16/11/2016
ord-29844,19.59,51.473,0.3221,19/11/2016
ord-90141,37.45,51.483,-0.219,18/11/2016
ord-80370,18.74,53.457,-2.213,03/11/2016
ord-80370,18.74,53.457,-2.213,03/11/2016
ord-35490,12.56,51.501,-0.382,18/11/2016
ord-60480,47.46,53.466,-2.166,03/11/2016
ord-19528,14.54,52.637,-1.134,24/11/2016
ord-46186,30.3,53.532,-2.489,27/11/2016
ord-49301,205.08,50.845,-0.187,04/11/2016
ord-69545,28.64,53.737,-1.662,08/11/2016
ord-83070,32.24,51.483,-0.219,24/11/2016
ord-09035,47.26,51.385,0.5722,22/11/2016
ord-42020,14.27,52.389,-1.977,16/11/2016
ord-82258,27.21,51.526,-0.434,24/11/2016
ord-22159,62.05,51.53,0.0403,14/11/2016
ord-22775,47.35,51.485,-0.09,02/11/2016
ord-65005,22.02,51.541,-2.407,17/11/2016
ord-82521,60.45,51.472,-0.329,18/11/2016
ord-58392,88.24,51.479,0.0785,25/11/2016
ord-19958,19.21,51.804,-0.816,17/11/2016
ord-06973,20.7,53.85,-3.037,17/11/2016
ord-22052,22.06,53.536,-2.577,14/11/2016
ord-55700,25.63,51.484,-0.111,29/11/2016
ord-34602,42.26,51.28,1.109,10/11/2016
ord-34602,98.86,51.28,1.109,18/11/2016
ord-35712,31.35,53.487,-2.175,17/11/2016
ord-52432,33.47,51.295,1.0569,12/11/2016
ord-10853,35.45,53.024,-2.16,27/11/2016
ord-42215,28.34,51.484,-0.055,02/11/2016
ord-75903,16.66,53.812,-1.515,03/11/2016
ord-75903,17.49,53.812,-1.515,03/11/2016
ord-17920,23.15,52.996,-1.143,25/11/2016
ord-80124,21.64,51.468,-0.116,26/11/2016
ord-50216,4.7,51.519,-0.071,17/11/2016
ord-83072,25.94,53.502,-2.162,29/11/2016
ord-69609,36.53,53.691,-2.459,02/11/2016
ord-81844,26.75,51.563,-0.048,29/11/2016
ord-01128,31.66,51.804,-0.816,17/11/2016
ord-06676,18.59,51.605,-0.111,28/11/2016
ord-60371,22.83,51.404,-0.108,22/11/2016
ord-43777,12.71,51.488,0.0678,24/11/2016
ord-77205,36.55,51.562,-0.282,06/11/2016
ord-69562,40.06,51.579,-0.21,04/11/2016
ord-26025,18.79,53.745,-1.552,29/11/2016
ord-04852,41.31,51.628,0.003,29/11/2016
ord-50689,47.28,51.41,-0.158,03/11/2016
ord-50689,47.86,51.41,-0.158,03/11/2016
ord-87487,30.08,51.547,-0.132,01/11/2016
ord-19144,37.23,51.526,0.5713,12/11/2016
ord-72821,44.39,51.53,0.0834,05/11/2016
ord-09571,73.54,51.47,-0.03,24/11/2016
ord-50677,24.02,51.556,-0.072,07/11/2016
ord-19717,35.02,51.66,-0.406,24/11/2016
ord-21342,50.01,51.507,-0.327,15/11/2016
ord-35047,26.02,51.376,-0.398,05/11/2016
ord-46547,34.31,52.64,-1.139,05/11/2016
ord-86758,30.93,52.93,-1.45,22/11/2016
ord-65413,44.87,52.689,1.2148,22/11/2016
ord-50518,28.7,53.55,-0.096,11/11/2016
ord-83733,21.25,53.433,-2.234,19/11/2016
ord-31920,17.97,51.377,-0.107,02/11/2016
ord-28308,40.93,51.649,-0.171,12/11/2016
ord-58853,48.93,53.792,-1.517,18/11/2016
ord-66074,22.37,51.622,-3.95,03/11/2016
ord-66074,20.2,51.622,-3.95,03/11/2016
ord-85175,43.79,51.506,0.1273,09/11/2016
ord-21087,58.95,51.573,-0.408,18/11/2016
ord-92762,34.88,52.405,-1.532,09/11/2016
ord-13779,42.06,50.717,-1.884,19/11/2016
ord-05506,41.15,51.489,-0.269,22/11/2016
ord-46721,33.59,51.541,-2.407,17/11/2016
ord-02503,55.32,51.531,-0.375,03/11/2016
ord-38920,26.71,51.878,0.9342,19/11/2016
ord-52368,22.2,51.496,0.084,22/11/2016
ord-02395,34.64,52.61,-1.085,02/11/2016
ord-41042,28.18,51.798,-0.816,17/11/2016
ord-59011,50.73,51.573,-0.085,15/11/2016
ord-50689,46.2,53.618,-2.128,05/11/2016
ord-56344,24.67,51.548,0.0533,18/11/2016
ord-61373,67.53,51.562,0.0912,26/11/2016
ord-74511,22.86,52.616,-1.129,22/11/2016
ord-22328,40.24,55.942,-4.812,01/11/2016
ord-50929,19.17,51.798,-0.816,17/11/2016
ord-09491,22.23,52.985,-1.159,17/11/2016
ord-44959,8.59,51.509,-0.474,11/11/2016
ord-35066,31.34,51.526,0.5713,12/11/2016
ord-77465,17.43,51.5,-0.066,02/11/2016
ord-69955,27.71,52.631,-1.134,25/11/2016
ord-86021,39.42,51.548,0.1491,18/11/2016
ord-00856,35.56,51.527,0.0911,16/11/2016
ord-32510,87.75,55.962,-3.195,04/11/2016
ord-74935,31.64,51.404,-2.506,17/11/2016
ord-23326,23.33,53.563,-2.379,09/11/2016
ord-76113,23.57,51.512,-0.383,27/11/2016
ord-59996,19.03,52.452,-1.887,29/11/2016
ord-44597,32.04,51.536,-0.314,20/11/2016
ord-76498,29.36,51.555,-0.001,17/11/2016
ord-62579,23.49,53.408,-3.024,19/11/2016
ord-75874,74.44,51.531,-0.038,03/11/2016
ord-75874,71.46,51.531,-0.038,03/11/2016
ord-76433,33.45,53.8,-1.523,29/11/2016
ord-72472,33.46,51.56,0.014,18/11/2016
ord-18998,20.47,51.768,-0.231,17/11/2016
ord-22625,54.97,51.513,-0.186,28/11/2016
ord-63675,20.04,52.387,-1.247,03/11/2016
ord-04823,45.83,51.614,-0.327,18/11/2016
ord-12710,26.88,53.604,-2.296,23/11/2016
ord-83370,18.62,51.391,-0.095,22/11/2016
ord-60939,34.16,51.614,0.2966,14/11/2016
ord-91850,35,51.587,-0.032,03/11/2016
ord-51409,30.02,51.804,-0.816,17/11/2016
ord-96190,29.79,51.489,0.0581,02/11/2016
ord-11809,53.88,51.531,-0.038,03/11/2016
ord-56780,60.63,52.052,1.1547,04/11/2016
ord-11809,56.78,51.531,-0.038,03/11/2016
ord-52460,40.41,52.535,-1.379,29/11/2016
ord-82778,22.95,53.549,-2.083,28/11/2016
ord-26827,28.34,51.614,-0.173,18/11/2016
ord-13501,29.01,51.423,-0.103,03/11/2016
ord-09594,57.65,51.295,1.0569,05/11/2016
ord-13501,29.62,51.423,-0.103,03/11/2016
ord-64778,35.98,50.742,-1.897,25/11/2016
ord-26533,22.78,51.573,-0.408,18/11/2016
ord-44352,19.2,51.798,-0.816,17/11/2016
ord-82077,17.57,51.489,-0.035,05/11/2016
ord-22703,79.87,51.549,-0.148,04/11/2016
ord-88731,32.9,51.56,-0.223,02/11/2016
ord-52213,38.38,51.82,-0.822,17/11/2016
ord-25094,41.95,51.573,-0.408,18/11/2016
ord-70265,29.61,52.452,-1.887,29/11/2016
ord-09665,20.52,51.804,-0.816,17/11/2016
ord-41082,35.02,51.579,-0.442,18/11/2016
ord-15630,44.91,51.56,0.014,18/11/2016
ord-26144,16.69,53.625,-2.176,16/11/2016
ord-61046,35.36,53.193,-2.902,12/11/2016
ord-96979,20.46,51.393,0.5452,30/11/2016
ord-12476,32.22,53.741,-2.445,23/11/2016
ord-12476,24.36,53.741,-2.445,12/11/2016
ord-51301,33.02,53.418,-2.836,12/11/2016
ord-80131,47.69,51.522,-0.417,21/11/2016
ord-01395,23.52,51.626,-0.009,02/11/2016
ord-27682,20.81,52.476,-1.852,16/11/2016
ord-20209,34.46,53.461,-2.257,26/11/2016
ord-10533,60.1,51.878,-0.418,05/11/2016
ord-65651,24.51,53.643,-1.83,02/11/2016
ord-61330,40.5,51.612,-0.019,08/11/2016
ord-43471,44.22,51.46,-0.058,17/11/2016
ord-21967,20.35,54.553,-1.18,19/11/2016
ord-29495,25.42,51.443,-2.582,04/11/2016
ord-52225,41.29,51.549,0.0577,25/11/2016
ord-74194,25.18,51.525,0.0413,12/11/2016
ord-83288,36.2,51.804,-0.816,17/11/2016
ord-01377,18.86,53.765,-2.694,18/11/2016
ord-02386,12.73,51.513,-0.473,11/11/2016
ord-35391,56.52,51.465,0.0056,22/11/2016
ord-81088,42.17,51.814,-0.824,17/11/2016
ord-39657,70.66,52.715,-2.452,14/11/2016
ord-01899,16.23,51.804,-0.816,17/11/2016
ord-62058,35.42,51.53,0.0834,24/11/2016
ord-51417,20.4,53.41,-2.259,24/11/2016
ord-93949,22.28,51.614,0.0921,17/11/2016
ord-47155,19.89,52.452,-1.887,02/11/2016
ord-41919,35.49,51.468,-0.179,30/11/2016
ord-64855,78.29,51.554,0.0593,02/11/2016
ord-24585,23.3,53.809,-3.043,12/11/2016
ord-14318,34.82,51.506,-0.353,13/11/2016
ord-00427,28,51.525,0.0413,17/11/2016
ord-83586,31.4,51.502,-0.249,03/11/2016
ord-35682,42.37,53.499,-2.308,25/11/2016
ord-97706,19.36,53.431,-1.44,16/11/2016
ord-49280,31.16,53.585,-2.673,10/11/2016
ord-75112,29.66,51.573,-0.408,18/11/2016
ord-12785,29.22,51.391,-0.095,22/11/2016
ord-31000,15.13,51.616,-0.307,17/11/2016
ord-38211,66.03,52.624,-1.138,12/11/2016
ord-78622,18.92,52.954,-1.139,22/11/2016
ord-18702,38,51.481,-0.048,16/11/2016
ord-96547,44.68,52.634,-1.126,14/11/2016
ord-39976,14.06,53.795,-1.532,03/11/2016
ord-85670,3.8,51.471,-0.355,03/11/2016
ord-00975,45.45,51.884,-0.388,23/11/2016
ord-91607,35.3,51.398,-0.068,10/11/2016
ord-17060,21.55,54.018,-1.058,05/11/2016
ord-82825,27.78,51.671,-0.584,29/11/2016
ord-17060,30.12,54.018,-1.058,15/11/2016
ord-04865,37.77,53.558,-2.431,03/11/2016
ord-04865,35.79,53.558,-2.431,03/11/2016
ord-58144,78.92,51.567,0.0746,18/11/2016
ord-05638,28.85,51.644,-0.198,25/11/2016
ord-82939,16.52,53.966,-1.119,12/11/2016
ord-95738,36.17,53.433,-2.929,17/11/2016
ord-75004,36.17,53.364,-2.299,22/11/2016
ord-01809,55.85,53.787,-3.049,24/11/2016
ord-67788,46.38,51.56,0.014,18/11/2016
ord-69868,28.65,51.485,0.174,26/11/2016
ord-38146,21.56,52.617,-2.12,21/11/2016
ord-34869,52.4,51.403,-0.149,17/11/2016
ord-17560,32.03,54.889,-2.961,19/11/2016
ord-17560,33.69,54.889,-2.961,29/11/2016
ord-84059,27.18,51.635,-0.089,26/11/2016
ord-62259,29.53,51.485,0.174,26/11/2016
ord-91999,26.38,51.549,-2.421,17/11/2016
ord-34043,18.32,51.814,-0.824,17/11/2016
ord-99743,6.4,53.549,-2.197,22/11/2016
ord-19299,39.91,51.605,-0.111,12/11/2016
ord-59896,22.17,51.604,0.2349,03/11/2016
ord-49631,4.25,51.466,-0.056,02/11/2016
ord-79778,37.39,51.398,-0.068,08/11/2016
ord-71984,26.65,51.573,-0.408,18/11/2016
ord-22643,55.21,53.741,-2.445,23/11/2016
ord-05463,31.06,52.468,-1.887,29/11/2016
ord-05301,11.41,52.96,-1.175,17/11/2016
ord-99558,23.46,51.577,0.14,20/11/2016
ord-85858,23.7,50.843,-0.194,27/11/2016
ord-85858,56.23,50.843,-0.194,10/11/2016
ord-40243,20.39,51.48,0.0665,26/11/2016
ord-13089,6.86,51.335,-0.113,18/11/2016
ord-93597,17.84,51.512,-0.609,17/11/2016
ord-46548,25.62,51.798,-0.816,17/11/2016
ord-68815,15.47,55.973,-3.165,11/11/2016
ord-09366,27.75,51.525,0.0413,03/11/2016
ord-62202,35.87,51.582,-2.972,09/11/2016
ord-74564,26.53,51.573,-0.408,18/11/2016
ord-30748,19.28,51.601,0.2278,14/11/2016
ord-02617,49.98,54.103,-3.253,15/11/2016
ord-75689,27.91,51.814,-0.824,17/11/2016
ord-59036,56.43,51.501,0.0578,16/11/2016
ord-73116,52.54,51.454,-2.588,17/11/2016
ord-06692,45.49,52.632,-1.113,03/11/2016
ord-47056,22.61,51.814,-0.824,17/11/2016
ord-12871,29.18,51.525,-0.032,26/11/2016
ord-58057,69.5,51.56,0.014,18/11/2016
ord-32983,27.93,51.447,0.052,18/11/2016
ord-56588,22.49,51.496,0.084,22/11/2016
ord-77601,50.51,52.537,-0.277,12/11/2016
ord-78153,30.98,53.748,-2.388,22/11/2016
ord-86909,22.18,51.798,-0.816,17/11/2016
ord-08989,21.73,51.59,-3.31,04/11/2016
ord-52507,40.15,51.573,-0.408,18/11/2016
ord-10360,34.53,53.814,-1.555,21/11/2016
ord-82270,23.6,53.431,-1.44,16/11/2016
ord-68450,27.29,50.843,-0.194,07/11/2016
ord-35285,41.77,51.804,-0.825,17/11/2016
ord-57166,31.97,51.486,-0.139,26/11/2016
ord-39576,19.93,51.473,-2.61,26/11/2016
ord-85199,66.12,51.442,-0.11,04/11/2016
ord-83580,21.92,54.285,-0.412,12/11/2016
ord-42108,41.22,53.524,-2.399,17/11/2016
ord-42108,31.78,53.524,-2.399,24/11/2016
ord-09027,28.73,52.996,-1.143,23/11/2016
ord-19379,15.19,53.123,-1.161,02/11/2016
ord-70336,17,51.546,0.0195,13/11/2016
ord-73281,12.25,51.645,-0.047,16/11/2016
ord-39288,22.02,52.453,-1.868,29/11/2016
ord-75985,48.29,51.41,-0.158,03/11/2016
ord-75985,47.05,51.41,-0.158,03/11/2016
ord-94018,22.98,52.766,-1.213,28/11/2016
ord-15499,45.19,53.691,-2.459,02/11/2016
ord-97904,67.31,51.519,-0.107,04/11/2016
ord-55897,20.34,51.877,-0.416,14/11/2016
ord-32261,23.28,53.428,-1.47,17/11/2016
ord-76175,17.86,53.847,-1.609,20/11/2016
ord-55239,26.56,52.675,-2.446,17/11/2016
ord-71598,26.75,52.452,-1.887,29/11/2016
ord-61236,31.89,51.566,-0.129,30/11/2016
ord-27663,26.28,51.511,0.0289,18/11/2016
ord-08296,25.14,53.081,-0.803,19/11/2016
ord-40418,67.02,51.464,-0.361,17/11/2016
ord-04054,42.97,51.546,0.0747,02/11/2016
ord-89415,25.52,55.959,-3.458,19/11/2016
ord-90625,34.85,55.811,-4.269,03/11/2016
ord-76174,18.83,52.562,-2.045,21/11/2016
ord-97664,37.75,52.649,-1.143,13/11/2016
ord-96309,18.02,53.818,-1.471,20/11/2016
ord-03614,28.57,53.703,-1.298,24/11/2016
ord-86312,27.93,53.448,-2.232,28/11/2016
ord-53372,18.42,51.391,0.5439,28/11/2016
ord-67730,14.23,51.41,-0.122,15/11/2016
ord-54461,59.64,51.389,1.384,05/11/2016
ord-31575,42.59,51.488,-0.007,02/11/2016
ord-38362,19.24,51.614,0.0921,17/11/2016
ord-62225,20.45,51.477,-0.014,14/11/2016
ord-36484,42.98,51.587,-0.023,17/11/2016
ord-81581,73.1,51.493,-0.064,22/11/2016
ord-74087,31.89,51.573,-0.408,18/11/2016
ord-26116,29.68,52.472,-1.901,29/11/2016
ord-71475,37.51,53.394,-2.255,03/11/2016
ord-71475,37.32,53.394,-2.255,03/11/2016
ord-86595,33.31,53.691,-2.459,02/11/2016
ord-37384,28.36,51.56,0.014,18/11/2016
ord-85183,50.09,51.508,0.0153,25/11/2016
ord-07207,23.33,51.507,-0.586,05/11/2016
ord-64098,48.78,51.493,-0.085,25/11/2016
ord-11356,31.84,51.376,-0.398,05/11/2016
ord-30430,18.59,51.279,1.0893,15/11/2016
ord-52632,16.46,53.826,-1.727,02/11/2016
ord-00665,28.29,55.764,-4.169,02/11/2016
ord-44774,14.46,51.515,0.0182,10/11/2016
ord-70018,36.39,51.504,-0.421,19/11/2016
ord-38821,20.84,53.625,-2.176,03/11/2016
ord-18657,23.95,53.745,-1.552,29/11/2016
ord-67184,85.11,51.567,0.5559,15/11/2016
ord-69121,32.89,55.043,-1.441,04/11/2016
ord-06728,5.8,52.479,-1.787,01/11/2016
ord-73489,53.53,51.506,0.226,10/11/2016
ord-37001,82.05,51.492,-0.1,17/11/2016
ord-64559,36.8,51.573,-0.408,18/11/2016
ord-93294,45.7,51.859,0.1524,11/11/2016
ord-44452,26.07,52.514,-1.844,19/11/2016
ord-19280,38.5,53.801,-1.507,17/11/2016
ord-47972,23.94,51.544,-0.207,16/11/2016
ord-10270,41.6,51.472,-2.56,08/11/2016
ord-21349,44.41,51.573,-0.408,18/11/2016
ord-35083,45.64,51.804,-0.816,17/11/2016
ord-11998,22.71,51.903,-1.165,18/11/2016
ord-00573,47.87,52.234,-0.894,17/11/2016
ord-22447,15.97,51.814,-0.824,17/11/2016
ord-84654,57.61,53.387,-2.599,10/11/2016
ord-83829,24.54,51.551,-0.058,05/11/2016
ord-28887,23.14,51.476,-0.09,26/11/2016
ord-99746,17.51,51.798,-0.816,17/11/2016
ord-12576,29.43,51.882,-0.435,02/11/2016
ord-08684,31.01,51.646,-0.707,18/11/2016
ord-60881,60.33,51.661,-0.06,26/11/2016
ord-86407,114.61,51.46,-0.106,17/11/2016
ord-68218,27.51,53.777,-2.38,22/11/2016
ord-88917,15.3,52.387,-1.247,03/11/2016
ord-95508,18.02,53.83,-1.722,02/11/2016
ord-11906,43.31,51.524,0.0335,24/11/2016
ord-33488,26.71,51.458,-0.041,18/11/2016
ord-74332,28.43,51.404,-0.108,22/11/2016
ord-15877,24.89,51.376,-0.398,05/11/2016
ord-59772,55.84,51.389,1.384,05/11/2016
ord-24837,57.68,51.489,-0.035,19/11/2016
ord-45643,57.1,51.58,-0.068,25/11/2016
ord-27524,23.06,51.463,0.0997,27/11/2016
ord-72758,89.84,51.552,-0.087,25/11/2016
ord-73119,31.06,51.605,-0.243,03/11/2016
ord-04509,41.98,51.589,-0.228,26/11/2016
ord-77444,24.11,51.503,-0.253,05/11/2016
ord-36201,33.67,52.689,1.2148,03/11/2016
ord-67319,29.83,50.795,-1.103,24/11/2016
ord-19208,25.77,52.405,-1.532,09/11/2016
ord-06385,46.77,51.389,1.384,05/11/2016
ord-40356,24.16,51.667,-0.042,17/11/2016
ord-05562,23.43,51.804,-0.816,17/11/2016
ord-19849,28.89,52.766,-1.213,02/11/2016
ord-76079,49,52.623,-1.141,29/11/2016
ord-39912,38.38,51.364,0.0702,02/11/2016
ord-55321,45.8,51.372,0.5251,12/11/2016
ord-25107,24.64,51.618,-3.181,23/11/2016
ord-60747,32.36,51.404,-0.108,22/11/2016
ord-49741,16.08,51.466,-0.056,03/11/2016
ord-71062,26.55,53.745,-1.552,29/11/2016
ord-52411,27.99,51.539,0.146,03/11/2016
ord-52411,29.21,51.539,0.146,03/11/2016
ord-61373,12.67,51.513,-0.473,11/11/2016
ord-03571,19.19,51.477,-0.014,09/11/2016
ord-71685,58.18,51.443,0.1983,17/11/2016
ord-19690,123.82,52.475,-1.792,25/11/2016
ord-59298,51.6,51.415,-0.123,16/11/2016
ord-68606,20.01,53.772,-0.366,09/11/2016
ord-58742,56.08,51.944,0.6379,18/11/2016
ord-97584,48.05,51.536,0.0213,03/11/2016
ord-51615,34.13,52.634,-1.123,05/11/2016
ord-52325,26.93,51.804,-0.816,17/11/2016
ord-34905,21.22,53.406,-2.917,04/11/2016
ord-61173,32.92,53.227,-1.426,02/11/2016
ord-49297,70.85,51.479,-0.016,29/11/2016
ord-27484,20.58,51.529,-0.131,01/11/2016
ord-58221,26.74,51.521,-0.331,03/11/2016
ord-82103,35.03,53.001,-2.27,25/11/2016
ord-17110,33.23,53.741,-2.445,30/11/2016
ord-65269,78.64,50.805,-1.085,30/11/2016
ord-04437,31.51,51.886,-0.378,22/11/2016
ord-38689,26.19,51.522,-0.267,22/11/2016
ord-11031,22.45,53.483,-2.875,16/11/2016
ord-11031,38.13,53.483,-2.875,04/11/2016
ord-86244,38.88,51.451,0.0132,28/11/2016
ord-86244,35.5,51.451,0.0132,13/11/2016
ord-86244,17.26,51.451,0.0132,20/11/2016
ord-78658,24.33,52.262,-0.84,26/11/2016
ord-71879,20.94,51.509,-0.472,23/11/2016
ord-40778,28.32,51.614,-0.173,18/11/2016
ord-03885,42.9,50.782,0.2529,18/11/2016
ord-46699,41.59,51.522,-0.06,14/11/2016
ord-60409,12.45,51.513,-0.473,11/11/2016
ord-66344,41.14,51.814,-0.824,17/11/2016
ord-23287,23.24,51.28,1.109,04/11/2016
ord-15146,19.75,53.826,-1.727,02/11/2016
ord-32012,24.15,52.641,-1.126,04/11/2016
ord-37406,29.68,51.503,-0.332,05/11/2016
ord-60953,41.21,51.234,-0.17,17/11/2016
ord-12575,18.7,50.795,-1.063,25/11/2016
ord-71902,30.36,51.655,-3.892,09/11/2016
ord-27043,28.24,53.612,-2.144,21/11/2016
ord-51239,29.07,52.464,-1.866,03/11/2016
ord-55151,21.3,50.843,-0.194,08/11/2016
ord-59379,33.94,53.533,-2.573,02/11/2016
ord-21962,44.93,51.476,-0.035,24/11/2016
ord-01063,26.16,52.625,-1.111,17/11/2016
ord-75611,100.76,51.538,-0.071,01/11/2016
ord-64991,45.33,51.56,0.014,18/11/2016
ord-28221,55.2,52.642,1.2397,16/11/2016
ord-97936,18.1,51.804,-0.816,17/11/2016
ord-40464,41.1,52.64,-1.139,05/11/2016
ord-64321,17.16,53.802,-1.73,08/11/2016
ord-87356,31.4,52.269,-0.841,10/11/2016
ord-69970,23.86,51.524,0.022,27/11/2016
ord-46412,30.36,50.843,-0.194,03/11/2016
ord-57061,51.96,51.396,0.0276,03/11/2016
ord-99445,32.14,53.433,-2.929,26/11/2016
ord-67059,41.62,51.601,-0.08,09/11/2016
ord-43867,33.61,53.741,-2.445,02/11/2016
ord-05228,38.37,51.546,-0.366,24/11/2016
ord-44305,21.54,51.614,-0.125,05/11/2016
ord-71607,28.25,53.149,-1.171,29/11/2016
ord-47275,37.63,54.981,-1.393,09/11/2016
ord-27285,31.8,51.798,-0.816,17/11/2016
ord-98260,21.46,51.28,1.0769,03/11/2016
ord-98260,20.36,51.28,1.0769,03/11/2016
ord-99067,17.7,51.645,-0.047,16/11/2016
ord-43434,21.42,52.996,-1.143,25/11/2016
ord-79654,67.25,51.561,-0.046,07/11/2016
ord-22355,29.7,51.561,0.1199,16/11/2016
ord-46778,69.06,51.486,-0.253,17/11/2016
ord-38133,21.51,51.53,-2.586,19/11/2016
ord-99331,30.77,51.546,0.1054,09/11/2016
ord-99331,30.82,51.546,0.1054,29/11/2016
ord-79032,37.19,53.487,-2.175,10/11/2016
ord-15022,41.85,51.438,0.0133,24/11/2016
ord-09149,20.77,52.542,-2.124,05/11/2016
ord-13634,84.58,51.538,-0.071,01/11/2016
ord-81469,30.6,51.647,-2.661,15/11/2016
ord-40306,73.78,51.555,-0.042,03/11/2016
ord-85157,26.17,51.804,-0.816,17/11/2016
ord-50477,29.62,51.56,0.014,18/11/2016
ord-44597,29.17,52.629,-1.137,27/11/2016
ord-42049,29.62,51.499,-0.09,03/11/2016
ord-42049,33.49,51.499,-0.09,03/11/2016
ord-87485,32.95,51.595,-0.249,04/11/2016
ord-28105,11.83,51.508,-0.385,29/11/2016
ord-76506,23.63,51.798,-0.816,17/11/2016
ord-15009,25.38,51.804,-0.816,17/11/2016
ord-23461,34.37,54.614,-1.273,17/11/2016
ord-12579,11.53,51.512,-0.383,18/11/2016
ord-95103,40.78,51.804,-0.816,17/11/2016
ord-87899,14.17,53.966,-1.119,25/11/2016
ord-45747,36.46,51.544,-0.038,18/11/2016
ord-40870,27.7,51.533,0.0301,25/11/2016
ord-36665,20.07,51.634,-0.039,02/11/2016
ord-31867,29.39,51.617,0.4803,16/11/2016
ord-20723,34.87,51.804,-0.816,17/11/2016
ord-78771,72.74,51.28,1.1048,21/11/2016
ord-78771,16.78,51.28,1.1048,21/11/2016
ord-01124,17.5,53.448,-2.232,29/11/2016
ord-95326,28.55,51.432,0.0016,17/11/2016
ord-27182,11.6,51.461,-0.375,07/11/2016
ord-07131,24.73,52.407,-1.521,24/11/2016
ord-89635,28.73,53.591,-2.148,17/11/2016
ord-72118,21.17,53.826,-1.727,02/11/2016
ord-84740,21.01,52.896,-1.441,17/11/2016
ord-92684,30.57,53.611,-1.158,03/11/2016
ord-92684,31.32,53.611,-1.158,03/11/2016
ord-36297,20.44,53.591,-2.439,02/11/2016
ord-94734,25.74,54.572,-1.334,18/11/2016
ord-14893,38.11,53.024,-2.16,07/11/2016
ord-14893,12.43,53.024,-2.16,14/11/2016
ord-66485,32.71,51.534,-0.004,18/11/2016
ord-75543,57.35,51.526,-0.073,22/11/2016
